Unit,Date,Production Potential,Gross Oil Production,Net Oil Production,Oil_Losses,Class,Oil_Salinity,BSW_Outlet,Produced Water,Discharged Water,Oil Content in Discharged Water,Total WI,Target WI,WI Losses,Produced Gas,Gas Injection,Target GI,Import Gas,Gas Export,HP Fuel Gas,LP Fuel Gas,HP Flare,LP Flare,Fuel Gas,Flare,Flare Commulative
Unit_1,10/19/2022,28103.9,20099.95,20083.87,8020.03,HighLoss,79.5,0.08,5.21,0,0,,,0,3774913.36,3274157.15,3274157.15,0,0,473902.77,,,25293.44,473902.77,25293.44,
Unit_1,10/20/2022,28103.9,20039.96,20023.93,8079.97,HighLoss,82,0.08,5.19,0,0,,,0,3695326.96,3181819.2,3181819.2,0,0,470376.47,,,41571.29,470376.47,41571.29,
Unit_1,10/21/2022,28103.9,21063.69,20979.44,7124.46,HighLoss,182,0.4,5.09,0,0,,,0,3976905.4,3447603,3447603,0,0,468731,,,74619,468731,74619,
Unit_1,10/22/2022,28103.9,21126.57,21063.19,7040.71,HighLoss,332,0.3,5.09,0,0,,,0,3846387.93,2324837,3440601,0,0,328249,,,1206919,328249,1206919,
Unit_1,10/23/2022,28103.9,27643.01,27612.6,491.3,Normal,162,0.11,6.66,0,0,,,0,5245953.82,4763918,4763918,0,0,468839,,,26888,468839,26888,
Unit_1,10/24/2022,28103.9,27747.53,27619.89,484.01,Normal,162,0.46,6.66,0,0,,,0,5258442.36,4768259,4768259,0,0,480979,,,23050,480979,23050,
Unit_1,10/25/2022,28103.9,27520.46,27393.87,710.03,Normal,129,0.46,6.62,0,0,,,0,5255425.64,4755589,4755589,0,0,489528,,,24123,489528,24123,
Unit_1,10/26/2022,28103.9,27653.57,27584.44,519.46,Normal,147,0.25,6.66,0,0,,,0,5246078.76,4646795,4766795,0,0,462611,,,150576,462611,150576,
Unit_1,10/27/2022,28103.9,27711.88,27670.31,433.59,Normal,130,0.15,6.66,0,0,,,0,5293319.51,4818028,4818028,0,0,464232,,,25070,464232,25070,
Unit_1,10/28/2022,28103.9,27680.6,27661.22,442.68,Normal,96,0.07,6.66,0,0,,,0,5305052.45,4822456,4822456,0,0,466203,,,30554,466203,30554,
Unit_1,10/29/2022,28103.9,27710.01,27654.59,449.31,Normal,110,0.2,6.66,0,0,,,0,5314078.77,4819181,4819181,0,0,470631,,,38375,470631,38375,
Unit_1,10/30/2022,28103.9,27673.44,27618.09,485.81,Normal,95,0.2,6.66,0,0,,,0,5318829.84,4793608,4793608,0,0,507183,,,32241,507183,32241,
Unit_1,10/31/2022,28103.9,27630.17,27608.07,495.83,Normal,93,0.08,6.66,0,0,,,0,5231190.83,4449952,4737952,0,0,482241,,,312981,482241,312981,
Unit_1,11/1/2022,28103.9,27635.74,27616.39,487.51,Normal,94,0.07,6.66,0,0,,,0,5325290,4808138,4808138,0,0,506063,,,25318,506063,25318,
Unit_1,11/2/2022,28103.9,27629.74,27588.3,515.6,Normal,101,0.15,6.66,0,0,,,0,5328632.51,4828094,4828094,0,0,490560,,,24337,490560,24337,
Unit_1,11/3/2022,28103.9,27642.15,27600.69,503.21,Normal,99,0.15,6.66,0,0,,,0,5338990.75,4827349,4847349,0,0,481881,,,44023,481881,44023,
Unit_1,11/4/2022,27775.8,27618.43,27577,198.8,Normal,96,0.15,6.66,0,0,,,0,5313358.14,4824490.38,4824490.38,0,0,462165.19,,,25142.57,462165.19,25142.57,
Unit_1,11/5/2022,27775.8,27595.82,27557.19,218.61,Normal,93,0.14,6.65,0,0,,,0,5272103.68,4783548.95,4783548.95,0,0,462298.13,,,24696.6,462298.13,24696.6,
Unit_1,11/6/2022,27775.8,27563.07,27521.73,254.07,Normal,97,0.15,6.63,0,0,,,0,5275698.91,4797344.18,4797344.18,0,0,452932.41,,,23862.32,452932.41,23862.32,
Unit_1,11/7/2022,27775.8,27585.97,27563.9,211.9,Normal,95,0.08,6.7,0,0,,,0,5275028.34,4793673.26,4793673.26,0,0,455674.19,,,24120.89,455674.19,24120.89,
Unit_1,11/8/2022,27775.8,27625.08,27605.74,170.06,Normal,87,0.07,6.71,0,0,,,0,5293622.74,4811807.07,4811807.07,0,0,455998.15,,,24257.52,455998.15,24257.52,
Unit_1,11/9/2022,27775.8,27645.71,27618.06,157.74,Normal,78.3,0.1,9.95,0,0,,,0,5349050.74,4848081,4848081,0,0,489841,,,25319,489841,25319,
Unit_1,11/10/2022,27775.8,27565.31,27543.26,232.54,Normal,75.3,0.08,22.052248,0,0,,,0,5341821.22,4860942,4860942,0,0,470277,,,24583,470277,24583,
Unit_1,11/11/2022,27775.8,27604.1,27543.37,232.43,Normal,113.9,0.22,9.94,0,0,,,0,5341756.1,4858137,4858137,0,0,472189,,,25517,472189,25517,
Unit_1,11/12/2022,27775.8,27598.56,27557.16,218.64,Normal,96.3,0.15,9.94,0,0,,,0,5349251.14,4867825,4867825,0,0,471276,,,24385,471276,24385,
Unit_1,11/13/2022,27775.8,27535.57,27519.05,256.75,Normal,70.6,0.06,9.93,0,0,,,0,5337255.98,4826999,4826999,0,0,496289,,,28217,496289,28217,
Unit_1,11/14/2022,27775.8,27580.83,27539.46,236.34,Normal,162.4,0.15,9.94,0,0,,,0,5331089.79,4835160,4835160,0,0,481988,,,28151,481988,28151,
Unit_1,11/15/2022,27775.8,27720.72,27687.46,88.34,Normal,162.4,0.12,9.96,0,0,,,0,5314336.48,4826801,4826801,0,0,471796,,,31458,471796,31458,
Unit_1,11/16/2022,27775.8,27764.16,27736.4,39.4,Normal,162.4,0.1,9.96,0,0,,,0,5275367.09,4752548,4752548,0,0,482223,,,58798,482223,58798,
Unit_1,11/17/2022,27775.8,27657.6,27641.01,134.79,Normal,162.4,0.06,9.96,0,0,,,0,5240365.04,4528364,4656364,0,0,480306,,,249554,480306,249554,
Unit_1,11/18/2022,27775.8,27732.22,27712.81,62.99,Normal,162.4,0.07,9.96,0,0,,,0,5227674.44,4501817,4501817,0,0,473345,,,270493,473345,270493,
Unit_1,11/19/2022,27775.8,27705.97,27683.81,91.99,Normal,162.4,0.08,9.96,0,0,,,0,5238859.92,4464883,4464883,0,0,493935,,,298060,493935,298060,
Unit_1,11/20/2022,27775.8,27520.99,28828.02,0,Normal,162.4,0.07,9.93,0,0,,,0,5303405.41,4816202,4816202,0,0,468353,,,37018,468353,37018,
Unit_1,11/21/2022,27775.8,27514.49,27572.64,203.16,Normal,162.4,0.08,9.93,0,0,,,0,5306071.91,4816678,4816678,0,0,469882,,,37631,469882,37631,
Unit_1,11/22/2022,27775.8,27686.24,27658.55,117.25,Normal,90,0.1,9.96,0,0,,,0,5229312.48,4640771,4666771,0,0,470351,,,136130,470351,136130,
Unit_1,11/23/2022,27775.8,27731.05,27703.32,72.48,Normal,96,0.1,9.96,0,0,,,0,5237466.78,4746429,4746429,0,0,470717,,,38382,470717,38382,
Unit_1,11/24/2022,27775.8,27742.14,27717.17,58.63,Normal,92.8,0.09,9.96,0,0,,,0,5235128.1,4737619,4737619,0,0,479229,,,36368,479229,36368,
Unit_1,11/25/2022,27775.8,27674.68,27652.54,123.26,Normal,91,0.08,9.96,0,0,,,0,5246137.26,4726144,4726144,0,0,501693,,,36381,501693,36381,
Unit_1,11/26/2022,27775.8,27506.48,27487.23,288.57,Normal,97,0.07,9.93,0,0,,,0,5309254.28,4804213,4804213,0,0,487015,,,36166,487015,36166,
Unit_1,11/27/2022,27775.8,27517.39,27498.13,277.67,Normal,93,0.07,9.93,0,0,,,0,5306592.08,4803229,4803229,0,0,484988,,,36745,484988,36745,
Unit_1,11/28/2022,27775.8,27406.94,27385.01,390.79,Normal,87,0.08,9.9,0,0,,,0,5296029.5,4792527,4792527,0,0,486576,,,35205,486576,35205,
Unit_1,11/29/2022,27775.8,27323.19,27304.06,471.74,Normal,88,0.07,9.88,0,0,,,0,5281052.72,4793257,4793257,0,0,471104,,,34934,471104,34934,
Unit_1,11/30/2022,27775.8,27529.84,27483.04,292.76,Normal,101,0.17,9.93,0,0,,,0,5323826.82,4830832,4830832,0,0,475371,,,35717,475371,35717,
Unit_1,12/1/2022,27775.8,27534.35,27479.28,296.52,Normal,97,0.2,9.93,0,0,,,0,5333183.13,4836923,4836923,0,0,477380,,,36906,477380,36906,
Unit_1,12/2/2022,27775.8,27516.63,27489.11,286.69,Normal,88,0.1,9.93,0,0,,,0,5329220.05,4813936,4813936,0,0,494900,,,38545,494900,38545,
Unit_1,12/3/2022,27775.8,27518.11,27487.84,287.96,Normal,84,0.11,9.93,0,0,,,0,5327740.09,4827238,4827238,0,0,479359,,,39189,479359,39189,
Unit_1,12/4/2022,27775.8,27505.43,27486.18,289.62,Normal,78,0.07,9.93,0,0,,,0,5318842.93,4811887,4811887,0,0,487570,,,37540,487570,37540,
Unit_1,12/5/2022,27775.8,27503.84,27481.84,293.96,Normal,82,0.08,9.93,0,0,,,0,5314270.93,4816706,4816706,0,0,477493,,,38133,477493,38133,
Unit_1,12/6/2022,27775.8,27483.02,27463.78,312.02,Normal,75,0.07,9.92,0,0,,,0,5303423.52,4769187,4769187,0,0,474668,,,77762,474668,77762,
Unit_1,12/7/2022,27692.59,27513.36,27494.1,198.49,Normal,76,0.07,9.92,0,0,,,0,5306159.47,4802602,4802602,0,0,485740,,,36130,485740,36130,
Unit_1,12/8/2022,27529.5,27484.22,27459.48,70.02,Normal,85.9,0.09,9.91,0,0,,,0,5300533.02,4801238,4801238,0,0,480257,,,37027,480257,37027,
Unit_1,12/9/2022,27529.5,27515.66,27452.37,77.13,Normal,83.7,0.23,9.91,0,0,,,0,5299373.08,4809142,4809142,0,0,472294,,,35843,472294,35843,
Unit_1,12/10/2022,27529.5,27521.05,27466.01,63.49,Normal,106.2,0.2,9.91,0,0,,,0,5297105.27,4795069,4795069,0,0,484696,,,35244,484696,35244,
Unit_1,12/11/2022,27529.5,27529.8,27488.51,40.99,Normal,92.6,0.15,9.92,0,0,,,0,5295732.62,4797560,4797560,0,0,478549,,,37519,478549,37519,
Unit_1,12/12/2022,27529.5,27692.14,27525.99,3.51,Normal,55.8,0.6,9.93,0,0,,,0,5299158.74,4793115,4793115,0,0,487802,,,36130,487802,36130,
Unit_1,12/13/2022,27529.5,26962.84,26806.46,723.04,Normal,63.2,0.58,9.79,0,0,,,0,5253423.55,4768367,4768367,0,0,464904,,,38255,464904,38255,
Unit_1,12/14/2022,27529.5,27444.75,27356.93,172.57,Normal,68.3,0.32,9.9,0,0,,,0,5272017.81,4781513,4781513,0,0,472486,,,35995,472486,35995,
Unit_1,12/15/2022,27529.5,27509.79,27441.02,88.48,Normal,88,0.25,9.91,0,0,,,0,5287052.86,4756693,4756693,0,0,494940,,,53314,494940,53314,
Unit_1,12/16/2022,27529.5,27706.5,27651.09,0,Normal,90,0.2,9.94,0,0,,,0,5220749.32,4480108,4480108,0,0,492753,,,265802,492753,265802,
Unit_1,12/17/2022,27529.5,27727.34,27677.43,0,Normal,72,0.18,9.94,0,0,,,0,5173735.67,4084781,4084781,0,0,516016,,,590791,516016,590791,
Unit_1,12/18/2022,27529.5,27705.77,27650.36,0,Normal,73,0.2,9.94,0,0,,,0,5162245.99,4253740,4253740,0,0,528566,,,397765,528566,397765,
Unit_1,12/19/2022,27529.5,24997.37,24947.38,2582.12,HighLoss,72,0.2,9.42,0,0,,,0,4663316.94,3921430,3921430,0,0,548702,,,211071,548702,211071,
Unit_1,12/20/2022,27529.5,27656.84,27601.53,0,Normal,75,0.2,9.94,0,0,,,0,5226522.57,4246990,4246990,0,0,507711.05,,,470260.52,507711.05,470260.52,
Unit_1,12/21/2022,27529.5,27668.39,27635.19,0,Normal,78,0.12,9.94,0,0,,,0,5209445.62,4220698,4220698,0,0,528682,,,478136,528682,478136,
Unit_1,12/22/2022,27529.5,27626.28,27598.65,0,Normal,75,0.1,9.94,0,0,,,0,5278780.18,4582094,4582094,0,0,620444,,,94267,620444,94267,
Unit_1,12/23/2022,27529.5,27417.82,27393.14,136.36,Normal,78,0.09,9.9,0,0,,,0,5349515,4652176,4652176,0,0,489042,,,226296,489042,226296,
Unit_1,12/24/2022,27529.5,27369.71,27350.55,178.95,Normal,79,0.07,9.9,0,0,,,0,5384753.94,4872446,4872446,0,0,493644,,,36763,493644,36763,
Unit_1,12/25/2022,27529.5,27337.63,27315.76,213.74,Normal,71,0.08,9.89,0,0,,,0,5410806.82,4865767,4865767,0,0,524658,,,38428,524658,38428,
Unit_1,12/26/2022,27529.5,27316.24,27294.39,235.11,Normal,68,0.08,9.89,0,0,,,0,5407277.46,4911743,4911743,0,0,477143,,,36588,477143,36588,
Unit_1,12/27/2022,27529.5,27300.88,27279.04,250.46,Normal,68,0.08,9.89,0,0,,,0,5427264.05,4919761,4919761,0,0,487348,,,38263,487348,38263,
Unit_1,12/28/2022,27529.5,27290.57,27266.01,263.49,Normal,67,0.09,9.88,0,0,,,0,5460400.67,4913678,4913678,0,0,491032,,,73853,491032,73853,
Unit_1,12/29/2022,27529.5,27322.16,27300.3,229.2,Normal,69,0.08,9.89,0,0,,,0,5501361.93,4908475,4908475,0,0,490350,,,120589,490350,120589,
Unit_1,12/30/2022,27529.5,27242.61,27190.85,338.65,Normal,71,0.19,9.86,0,0,,,0,5473358.5,4948636,4948636,0,0,487620,,,55176,487620,55176,
Unit_1,12/31/2022,27529.5,27209.64,27187.87,341.63,Normal,63,0.08,9.86,0,0,,,0,5483712.32,4958917,4958917,0,0,503763,,,39054,503763,39054,
Unit_1,1/1/2023,27529.5,27169.85,27120.94,408.56,Normal,71,0.18,9.85,0,0,,,0,5554871.77,4916940,4950702,0,0,475734.69,,,160636.98,475734.69,160636.98,
Unit_1,1/2/2023,27529.5,27142.07,27114.93,414.57,Normal,69,0.1,9.85,0,0,,,0,5526902.15,4739306,4897142,0,0,462182.94,,,323851.91,462182.94,323851.91,
Unit_1,1/3/2023,27529.5,27138.18,27116.47,413.03,Normal,62,0.08,9.85,0,0,,,0,5561368.29,4934991,4934991,0,0,464310.67,,,160505.22,464310.67,160505.22,
Unit_1,1/4/2023,27529.5,27090.82,27061.02,468.48,Normal,62,0.11,9.84,0,0,,,0,5455363.15,4857464,4857464,0,0,467788.64,,,128549.71,467788.64,128549.71,
Unit_1,1/5/2023,27529.5,27073.11,27046.05,483.45,Normal,62,0.1,9.84,0,0,,,0,5687300.7,4827628,4827628,0,0,463162.21,,,394950.39,463162.21,394950.39,
Unit_1,1/6/2023,27246.7,26753.72,26732.32,514.38,Normal,64,0.08,9.77,0,0,,,0,5419144.6,4620134,4777199,0,0,513276.83,,,284172.97,513276.83,284172.97,
Unit_1,1/7/2023,27246.7,25774.36,25756.32,1490.38,Normal,63,0.07,9.81,0,0,,,0,5017777.87,4355874,4428315,0,0,465406.67,,,194937.3,465406.67,194937.3,
Unit_1,1/8/2023,27246.7,26981.55,26965.36,281.34,Normal,58,0.06,9.82,0,0,,,0,5081556.14,4491723,4491723,0,0,464442.93,,,123829.31,464442.93,123829.31,
Unit_1,1/9/2023,27246.7,26958.28,26942.12,304.58,Normal,54,0.06,9.81,0,0,,,0,5249415.17,4659974,4659974,0,0,466530.27,,,121350.7,466530.27,121350.7,
Unit_1,1/10/2023,27246.7,26906.96,26880.05,366.65,Normal,64,0.1,9.8,0,0,,,0,5964120.69,5087985,5087985,0,0,480155.67,,,394419.82,480155.67,394419.82,
Unit_1,1/11/2023,27246.7,26781.91,26749.77,496.93,Normal,72,0.12,9.78,0,0,,,0,5608873.79,4796822,4796822,0,0,464170.82,,,346319.37,464170.82,346319.37,
Unit_1,1/12/2023,27246.7,26989.85,26968.26,278.44,Normal,67.2,0.08,9.82,0,0,,,0,5673328.6,5173796,5173796,0,0,480425,,,37065,480425,37065,
Unit_1,1/13/2023,27246.7,26957.9,26939.03,307.67,Normal,65,0.07,9.81,0,0,,,0,5670755.01,5048450,5048450,0,0,473894,,,166367,473894,166367,
Unit_1,1/14/2023,27246.7,26955.87,26937,309.7,Normal,67,0.07,9.81,0,0,,,0,5703832.89,5207309,5207309,0,0,477425,,,37013,477425,37013,
Unit_1,1/15/2023,27246.7,26924.2,26905.35,341.35,Normal,72,0.07,9.81,0,0,,,0,5720563.06,5195384,5195384,0,0,486643,,,56419,486643,56419,
Unit_1,1/16/2023,27194.42,26902.55,26883.72,310.7,Normal,84,0.07,9.8,0,0,,,0,5849875.51,4923967,4923967,0,0,484481.86,,,439865.85,484481.86,439865.85,
Unit_1,1/17/2023,27116,26901.3,26885.16,230.84,Normal,77,0.06,9.8,0,0,,,0,5811733.75,5107542,5291438,0,0,482507.83,,,220123.42,482507.83,220123.42,
Unit_1,1/18/2023,27116,26871.55,26852.74,263.26,Normal,71,0.07,9.79,0,0,,,0,5750225.59,5231239,5236496.54,0,0,492462,,,44434,492462,44434,
Unit_1,1/19/2023,27116,26869.09,26850.28,265.72,Normal,65.1,0.07,9.79,0,0,,,0,5735934.28,5060539,5230315.49,0,0,485948,,,207294,485948,207294,
Unit_1,1/20/2023,27116,26867.02,26848.21,267.79,Normal,63.7,0.07,9.79,0,0,,,0,5762815.16,5249867,5249867,0,0,483470,,,47424,483470,47424,
Unit_1,1/21/2023,27116,24269.31,24252.32,2863.68,HighLoss,52.3,0.07,9.28,0,0,,,0,5029648.7,4353994,4527321.27,0,0,482210,,,211258,482210,211258,
Unit_1,1/22/2023,27116,26507.69,26489.13,626.87,Normal,65.7,0.07,9.7,0,0,,,0,5640616.75,5137460,5150116.46,0,0,470550,,,50245,470550,50245,
Unit_1,1/23/2023,27116,26838.1,26819.31,296.69,Normal,62.6,0.07,9.79,0,0,,,0,5783616.32,5277664,5277664,0,0,480838,,,42873,480838,42873,
Unit_1,1/24/2023,27116,26824.45,26802.99,313.01,Normal,62.6,0.08,9.79,0,0,,,0,5783638.97,5250021,5250021,0,0,512099,,,39337,512099,39337,
Unit_1,1/25/2023,27116,26802.82,26784.06,331.94,Normal,62.6,0.07,9.78,0,0,,,0,5759571.03,5103130,5238130,0,0,499966,,,174132,499966,174132,
Unit_1,1/26/2023,27116,26792.84,26774.09,341.91,Normal,57.6,0.07,9.78,0,0,,,0,5772080.62,5278784,5278784,0,0,474699,,,36291,474699,36291,
Unit_1,1/27/2023,27116,24041.23,24024.4,3091.6,HighLoss,62.3,0.07,9.06,0,0,,,0,5129434.19,4643632,4668732,0,0,442189,,,61358,442189,61358,
Unit_1,1/28/2023,27116,26530.89,26512.32,603.68,Normal,62,0.07,9.72,0,0,,,0,5673039.63,5170631,5170631,0,0,480807,,,39280,480807,39280,
Unit_1,1/29/2023,27116,26770.54,26754.48,361.52,Normal,58,0.06,9.78,0,0,,,0,5792265.1,5255044,5280044,0,0,491591,,,63397,491591,63397,
Unit_1,1/30/2023,27116,26755.07,26739.02,376.98,Normal,63,0.06,9.77,0,0,,,0,5782437.12,5152376,5243376,0,0,519557,,,128275,519557,128275,
Unit_1,1/31/2023,27116,26771.09,26752.35,363.65,Normal,71,0.07,9.78,0,0,,,0,5796765.07,5283624,5283624,0,0,494749,,,36362,494749,36362,
Unit_1,2/1/2023,27116,26748.13,26729.41,386.59,Normal,71,0.07,9.77,0,0,,,0,5788755.8,5289537,5289537,0,0,481820,,,35387,481820,35387,
Unit_1,2/2/2023,27116,26758.39,26739.66,376.34,Normal,58,0.07,9.77,0,0,,,0,5760088.72,4965366,5263366,0,0,477905,,,334738,477905,334738,
Unit_1,2/3/2023,26906.64,26758.65,26742.59,164.05,Normal,46,0.06,9.78,0,0,,,0,5798382.21,5242024,5275905,0,0,503752,,,70452,503752,70452,
Unit_1,2/4/2023,26796.3,26732.73,26714.02,82.28,Normal,52,0.07,9.77,0,0,,,0,5847708.52,5195051,5295544,0,0,532510,,,138027,532510,138027,
Unit_1,2/5/2023,26796.3,26725.26,26706.55,89.75,Normal,53,0.07,9.77,0,0,,,0,5833502.14,5293007,5293007,0,0,516431,,,41815,516431,41815,
Unit_1,2/6/2023,26796.3,26741.55,26725.51,70.79,Normal,48,0.06,9.77,0,0,,,0,5842769.8,5301314,5301314,0,0,516488,,,42636,516488,42636,
Unit_1,2/7/2023,26796.3,26745.06,26726.34,69.96,Normal,52,0.07,8.51,0,0,,,0,5835648.1,5316015,5316015,0,0,501398,,,35779,501398,35779,
Unit_1,2/8/2023,26796.3,26755.68,26731.6,64.7,Normal,55,0.09,8.51,0,0,,,0,5836061.85,5296420,5296420,0,0,521414,,,35897,521414,35897,
Unit_1,2/9/2023,26796.3,26814.5,26795.73,0.57,Normal,68,0.07,8.54,0,0,,,0,5844663.34,5335972,5335972,0,0,490071,,,36165,490071,36165,
Unit_1,2/10/2023,26796.25,26704.18,26685.49,110.76,Normal,65,0.07,8.51,0,0,,,0,5818583.85,5279925,5279925,0,0,494612,,,61594,494612,61594,
Unit_1,2/11/2023,26796.3,26663.89,26634.56,161.74,Normal,77,0.11,8.5,0,0,,,0,5790282.1,5185410,5273153,0,0,496256,,,126218,496256,126218,
Unit_1,2/12/2023,26796.3,26680.96,26654.28,142.02,Normal,79,0.1,8.5,0,0,,,0,5796608.18,5243290,5243290,0,0,508718,,,62216,508718,62216,
Unit_1,2/13/2023,26796.3,26737.05,26707.64,88.66,Normal,82,0.11,8.51,0,0,,,0,5799580.7,5281808,5281808,0,0,496781,,,38479,496781,38479,
Unit_1,2/14/2023,26796.3,26754.29,26727.54,68.76,Normal,68,0.1,8.51,0,0,,,0,5790181.16,5279546,5279546,0,0,491288,,,36902,491288,36902,
Unit_1,2/15/2023,26796.3,26885.59,26861.39,0,Normal,73,0.09,8.56,0,0,,,0,5791347.8,5258612,5258612,0,0,513820,,,36484,513820,36484,
Unit_1,2/16/2023,26796.3,26866.15,26804.36,0,Normal,77,0.23,6.49,0,0,,,0,5787522.05,5271297,5271297,0,0,496914,,,36838,496914,36838,
Unit_1,2/17/2023,26796.3,26852.14,26833.34,0,Normal,69,0.07,6.5,0,0,,,0,5781891.09,5272599,5272599,0,0,489947,,,36955,489947,36955,
Unit_1,2/18/2023,26796.3,26884.22,26830.45,0,Normal,79,0.2,6.5,0,0,,,0,5783577.24,5268074,5268074,0,0,495951,,,37207,495951,37207,
Unit_1,2/19/2023,26796.3,26758.11,26707.27,89.03,Normal,64,0.19,6.46,0,0,,,0,5746164.47,5058534,5187534,0,0,537920,,,167189,537920,167189,
Unit_1,2/20/2023,26796.3,26817.01,26792.87,3.43,Normal,71,0.09,6.49,0,0,,,0,5774702.94,5219495,5261495,0,0,490563,,,82314,490563,82314,
Unit_1,2/21/2023,26796.3,26798.82,26780.06,16.24,Normal,67,0.07,6.48,0,0,,,0,5771825.63,5263800,5263800,0,0,489316,,,36426,489316,36426,
Unit_1,2/22/2023,26796.3,26810.78,26792.01,4.29,Normal,69,0.07,6.49,0,0,,,0,5781312.63,5273099,5273099,0,0,489654,,,36178,489654,36178,
Unit_1,2/23/2023,26740.01,23758.26,23741.63,2998.38,HighLoss,61,0.07,5.61,0,0,,,0,4989264.24,4254951,4551951,0,0,418293,,,333065,418293,333065,
Unit_1,2/24/2023,26687.5,25615.46,25600.09,1087.41,Normal,70,0.06,7.15,0,0,,,0,5311976.24,4648928,4774928,0,0,516511,,,164189,516511,164189,
Unit_1,2/25/2023,26687.5,26776.07,26757.33,0,Normal,69,0.07,7.45,0,0,,,0,5782766.63,5256617,5274665,0,0,488508,,,55343,488508,55343,
Unit_1,2/26/2023,26687.5,26784.35,26765.6,0,Normal,71,0.07,7.45,0,0,,,0,5774731.62,5217271,5260971,0,0,496576,,,78620,496576,78620,
Unit_1,2/27/2023,26687.5,26760.8,26742.07,0,Normal,67,0.07,7.45,0,0,,,0,5773722.71,5210980,5252980,0,0,502412,,,77983,502412,77983,
Unit_1,2/28/2023,26687.5,26396.19,26380.35,307.15,Normal,65,0.06,7.37,0,0,,,0,5620480.29,4585998,5115998,0,0,469224.43,,,563696.56,469224.43,563696.56,
Unit_1,3/1/2023,26687.5,25891.58,25873.46,814.04,Normal,60,0.07,7.12,0,0,,,0,5640129.2,5042425,5124425,0,0,496381,,,115032,496381,115032,
Unit_1,3/2/2023,26687.5,26869.35,26842.48,0,Normal,68,0.1,7.47,0,0,,,0,5778102.53,5270985,5270985,0,0,486071,,,34686,486071,34686,
Unit_1,3/3/2023,26687.5,26942.26,26904.54,0,Normal,61,0.14,7.48,0,0,,,0,5771174.45,5250629,5256629,0,0,492746,,,41364,492746,41364,
Unit_1,3/4/2023,26687.5,26838.76,26801.19,0,Normal,70,0.14,7.45,0,0,,,0,5765474.17,5218638,5246638,0,0,499960,,,60390,499960,60390,
Unit_1,3/5/2023,26687.5,26662.42,26643.76,43.74,Normal,63,0.07,7.43,0,0,,,0,5725818.59,5164785,5164785,0,0,473964.22,,,85507.97,473964.22,85507.97,
Unit_1,3/6/2023,26687.5,26697.04,26675.68,11.82,Normal,64,0.08,7.43,0,0,,,0,5773540.66,5206965,5217965,0,0,475774.71,,,89239.95,475774.71,89239.95,
Unit_1,3/7/2023,26687.5,26720.23,26699.77,0,Normal,70,0.18,7.43,0,0,,,0,5745296.79,5196075,5208075,0,0,476369.08,,,71292.01,476369.08,71292.01,
Unit_1,3/8/2023,26687.5,26739.32,26700.06,0,Normal,77,0.33,7.43,0,0,,,0,5767562.59,5259248,5259248,0,0,488746,,,32095,488746,32095,
Unit_1,3/9/2023,26687.5,26825.35,26769.02,0,Normal,70,0.21,7.45,0,0,,,0,5755623,5221375,5221375,0,0,489792,,,57066,489792,57066,
Unit_1,3/10/2023,26687.5,24487.25,24462.76,2224.74,HighLoss,52,0.1,6.83,0,0,,,0,5146715.65,4709462,,0,0,414674,,,847749,414674,847749,
Unit_1,3/11/2023,26687.5,26702.01,26677.98,9.52,Normal,49,0.09,7.43,0,0,,,0,5776451.07,5238051,5238051,0,0,520033,,,30669,520033,30669,
Unit_1,3/12/2023,26687.5,26679.3,26655.29,32.21,Normal,50,0.09,7.43,0,0,,,0,5768843.94,5262087,5262087,0,0,487411,,,31652,487411,31652,
Unit_1,3/13/2023,26687.5,26668.04,26646.71,40.79,Normal,54,0.08,7.43,0,0,,,0,5741469.34,5194370,5194370,0,0,497491,,,61946,497491,61946,
Unit_1,3/14/2023,26687.5,26693.96,26656.59,30.91,Normal,53,0.14,7.43,0,0,,,0,5760669.67,5232087,5232087,0,0,508370,,,32686,508370,32686,
Unit_1,3/15/2023,26687.5,26694.31,26670.29,17.21,Normal,52,0.09,7.43,0,0,,,0,5758428.37,5224322,5224322,0,0,515300,,,31153,515300,31153,
Unit_1,3/16/2023,26687.5,26687.88,26661.19,26.31,Normal,54,0.1,7.43,0,0,,,0,5753200.21,5228081,5228081,0,0,505762,,,31712,505762,31712,
Unit_1,3/17/2023,26687.5,26395.2,26374.08,313.42,Normal,59,0.08,7.36,0,0,,,0,5700063.62,5192862,5192862,0,0,486821,,,32589,486821,32589,
Unit_1,3/18/2023,26687.5,26686.66,26667.98,19.52,Normal,55,0.07,7.43,0,0,,,0,5747483.81,5237643,5237643,0,0,489449,,,32519,489449,32519,
Unit_1,3/19/2023,26687.5,26678.31,26659.64,27.86,Normal,49,0.07,7.43,0,0,,,0,5747760.63,5236815,5236815,0,0,488400,,,34763,488400,34763,
Unit_1,3/20/2023,26687.5,26701.83,26683.14,4.36,Normal,50,0.07,7.43,0,0,,,0,5744075.64,5236300,5236300,0,0,486967,,,33039,486967,33039,
Unit_1,3/21/2023,26687.5,26695.18,26676.49,11.01,Normal,61,0.07,7.43,0,0,,,0,5741521.29,5233466,5233466,0,0,487715,,,32412,487715,32412,
Unit_1,3/22/2023,26687.5,26692.71,26671.36,16.14,Normal,54,0.08,7.43,0,0,,,0,5745152.92,5207374,5207374,0,0,517375,,,32497,517375,32497,
